publication,author,date,year,month,day,reason,state_arc
ALCOHOL FUEL: MAKING AND USING ETHANOL,,2011-07-08 00:00:00,2011,7.0,8,,fl
ALEISTER CROWLEY AND THE PRACTICE OF THE MAGICAL DIARY,,2009-06-25 00:00:00,2009,6.0,25,,fl
ALESSANDRA'S SMILE CATALOG,,2000-04-19 00:00:00,2000,4.0,19,,fl
ALL ABOUT BEER,,1999-07-08 00:00:00,1999,7.0,8,,fl
ALL FEMALE TATTOOS,,1998-08-21 00:00:00,1998,8.0,21,,fl
ALL IN,,2007-07-12 00:00:00,2007,7.0,12,,fl
ALL IN,,2007-08-16 00:00:00,2007,8.0,16,,fl
ALL IN,,2007-10-04 00:00:00,2007,10.0,4,,fl
ALL IN,,2007-10-18 00:00:00,2007,10.0,18,,fl
ALL IN,,2007-11-15 00:00:00,2007,11.0,15,,fl
ALL IN,,2007-12-27 00:00:00,2007,12.0,27,,fl
ALL IN,,2008-02-21 00:00:00,2008,2.0,21,,fl
ALL IN,,2008-08-28 00:00:00,2008,8.0,28,,fl
ALL IN,,2008-08-28 00:00:00,2008,8.0,28,,fl
ALL IN,,2008-08-28 00:00:00,2008,8.0,28,,fl
ALL IN,,2008-09-18 00:00:00,2008,9.0,18,,fl
ALL SHE WANTED: THE TRUE STORY OF BRANDON TEENA,,2008-11-06 00:00:00,2008,11.0,6,,fl
ALL THE WAY,,2008-02-21 00:00:00,2008,2.0,21,,fl
ALL THE WAY,,2008-02-21 00:00:00,2008,2.0,21,,fl
ALL THE WAY,,2008-02-21 00:00:00,2008,2.0,21,,fl
ALL THE WAY,,2008-04-10 00:00:00,2008,4.0,10,,fl
ALL THE WAY,,2008-04-24 00:00:00,2008,4.0,24,,fl
ALL THE WAY,,2008-10-16 00:00:00,2008,10.0,16,,fl
ALL THE WAY,,2008-10-16 00:00:00,2008,10.0,16,,fl
ALL THE WAY,,2009-01-26 00:00:00,2009,1.0,26,,fl
ALL THE WAY,,2009-01-26 00:00:00,2009,1.0,26,,fl
ALL THE WAY,,2009-01-26 00:00:00,2009,1.0,26,,fl
ALL THE WAY,,2009-02-12 00:00:00,2009,2.0,12,,fl
ALL THE WAY,,2009-03-26 00:00:00,2009,3.0,26,,fl
ALL THE WAY,,2009-04-30 00:00:00,2009,4.0,30,,fl
ALL THE WAY,,2009-06-09 00:00:00,2009,6.0,9,,fl
ALL THE WAY,,2009-09-11 00:00:00,2009,9.0,11,,fl
ALL THE WAY,,2011-03-31 00:00:00,2011,3.0,31,,fl
ALL THE WAY,,2011-05-12 00:00:00,2011,5.0,12,,fl
ALL THE WAY,,2011-07-08 00:00:00,2011,7.0,8,,fl
ALL WEEKEND LONG,,2000-01-26 00:00:00,2000,1.0,26,,fl
ALLBOY,,1999-11-04 00:00:00,1999,11.0,4,,fl
ALLESSANDRA'S SMILE CATALOG OF NEW BOOKS,,2001-03-21 00:00:00,2001,3.0,21,,fl
ALLIED RESISTANCE NETWORK,,2006-04-04 00:00:00,2006,4.0,4,,fl
ALLIED RESISTANCE NETWORK,,2006-10-05 00:00:00,2006,10.0,5,,fl
ALLIED RESISTANCE,,2007-01-25 00:00:00,2007,1.0,25,,fl
ALMIGHTY BLACK P STONE NATION,,2011-05-12 00:00:00,2011,5.0,12,,fl
ALMIGHTY LATIN KING AND QUEEN NATION,,2009-07-23 00:00:00,2009,7.0,23,,fl
ALPHA PUBLICATIONS CATALOG,,1998-02-26 00:00:00,1998,2.0,26,,fl
ALPHABET OF MANLINESS,,2008-05-29 00:00:00,2008,5.0,29,,fl
ALPHABETS,,2009-04-30 00:00:00,2009,4.0,30,,fl
ALRAUNE,,2003-04-23 00:00:00,2003,4.0,23,,fl
ALTERNATIVE CINEMA,,2001-11-21 00:00:00,2001,11.0,21,,fl
ALTERNATIVE CINEMA,,2001-11-21 00:00:00,2001,11.0,21,,fl
ALTERNATIVE CINEMA,,2001-11-21 00:00:00,2001,11.0,21,,fl
AMATEUR HOURS,,1999-07-01 00:00:00,1999,7.0,1,,fl
AMATEUR PORN,,1998-09-04 00:00:00,1998,9.0,4,,fl
AMATEUR PORN,,1998-10-13 00:00:00,1998,10.0,13,,fl
AMATEUR PORN,,1998-06-11 00:00:00,1998,6.0,11,,fl
AMATEUR PORN,,1998-07-16 00:00:00,1998,7.0,16,,fl
AMATEUR PORN,,1998-08-21 00:00:00,1998,8.0,21,,fl
AMATEUR PORN,,1998-09-10 00:00:00,1998,9.0,10,,fl
AMATEUR PORN,,1998-10-22 00:00:00,1998,10.0,22,,fl
AMATEUR PORN,,1998-11-13 00:00:00,1998,11.0,13,,fl
AMATEUR PORN,,1999-01-14 00:00:00,1999,1.0,14,,fl
AMATEUR PORN,,1999-01-14 00:00:00,1999,1.0,14,,fl
AMATEUR PORN,,1999-07-01 00:00:00,1999,7.0,1,,fl
AMATEUR PORN,,1999-12-15 00:00:00,1999,12.0,15,,fl
AMATEUR PORN,,1999-12-15 00:00:00,1999,12.0,15,,fl
AMATEUR PORN,,1999-12-15 00:00:00,1999,12.0,15,,fl
AMATEUR PORN,,2003-06-04 00:00:00,2003,6.0,4,,fl
AMATEUR PORN,,2009-05-14 00:00:00,2009,5.0,14,,fl
AMATEUR PORN,,2009-05-14 00:00:00,2009,5.0,14,,fl
AMATEUR RADIO,,1998-11-23 00:00:00,1998,11.0,23,,fl
AMATEUR RADIO,,1998-12-29 00:00:00,1998,12.0,29,,fl
AMATEUR RADIO,,2010-04-20 00:00:00,2010,4.0,20,,fl
AMATEUR X,,1998-08-06 00:00:00,1998,8.0,6,,fl
AMATEUR X,,1998-08-06 00:00:00,1998,8.0,6,,fl
AMATEUR X,,2000-08-09 00:00:00,2000,8.0,9,,fl
AMATEURS IN ACTION,,1998-05-19 00:00:00,1998,5.0,19,,fl
AMERICAN ARAB MESSAGE,,2011-02-03 00:00:00,2011,2.0,3,,fl
AMERICAN ARAB MESSAGE,,2011-01-06 00:00:00,2011,1.0,6,,fl
AMERICAN ARAB MESSAGE,,2011-03-03 00:00:00,2011,3.0,3,,fl
"AMERICAN ARSENAL: WORLD WAR II STANDARD ORDINANCE CATALOG OF SMALL ARMS, TANKS, ARMORED CARS, ARTILLERY, GUNS, AMMUNITION, GRENADES, MINES, ETC",,2002-07-03 00:00:00,2002,7.0,3,,fl
AMERICAN ARTIST: DRAWING,,2008-08-28 00:00:00,2008,8.0,28,,fl
AMERICAN COUNTERTERRORIST FORCES,,2011-03-17 00:00:00,2011,3.0,17,,fl
AMERICAN CURVES PRESENTATION LINGERIE,,2009-03-26 00:00:00,2009,3.0,26,,fl
AMERICAN CURVES PRESENTS DUOS,,2007-08-29 00:00:00,2007,8.0,29,,fl
AMERICAN CURVES PRESENTS MORE LINGERIE,,2009-07-09 00:00:00,2009,7.0,9,,fl
AMERICAN CURVES PRESENTS OUR HOTTEST GLUTES SPECIAL EVER,,2009-12-03 00:00:00,2009,12.0,3,,fl
AMERICAN CURVES PRESENTS SWIMSUITS,,2010-03-04 00:00:00,2010,3.0,4,,fl
AMERICAN CURVES,,2003-03-12 00:00:00,2003,3.0,12,,fl
AMERICAN CURVES,,2003-03-12 00:00:00,2003,3.0,12,,fl
AMERICAN CURVES,,2003-04-30 00:00:00,2003,4.0,30,,fl
AMERICAN CURVES,,2003-08-27 00:00:00,2003,8.0,27,,fl
AMERICAN CURVES,,2003-12-30 00:00:00,2003,12.0,30,,fl
AMERICAN CURVES,,2004-05-19 00:00:00,2004,5.0,19,,fl
AMERICAN CURVES,,2004-07-15 00:00:00,2004,7.0,15,,fl
AMERICAN CURVES,,2004-09-24 00:00:00,2004,9.0,24,,fl
AMERICAN CURVES,,2004-10-12 00:00:00,2004,10.0,12,,fl
AMERICAN CURVES,,2005-02-15 00:00:00,2005,2.0,15,,fl
AMERICAN CURVES,,2005-03-29 00:00:00,2005,3.0,29,,fl
AMERICAN CURVES,,2005-05-31 00:00:00,2005,5.0,31,,fl
AMERICAN CURVES,,2005-06-14 00:00:00,2005,6.0,14,,fl
AMERICAN CURVES,,2005-08-09 00:00:00,2005,8.0,9,,fl
AMERICAN CURVES,,2005-10-04 00:00:00,2005,10.0,4,,fl
AMERICAN CURVES,,2005-10-18 00:00:00,2005,10.0,18,,fl
AMERICAN CURVES,,2006-01-24 00:00:00,2006,1.0,24,,fl
AMERICAN CURVES,,2006-08-15 00:00:00,2006,8.0,15,,fl
AMERICAN CURVES,,2006-09-07 00:00:00,2006,9.0,7,,fl
AMERICAN CURVES,,2006-10-05 00:00:00,2006,10.0,5,,fl
AMERICAN CURVES,,2006-11-16 00:00:00,2006,11.0,16,,fl
AMERICAN CURVES,,2007-01-25 00:00:00,2007,1.0,25,,fl
AMERICAN CURVES,,2007-04-05 00:00:00,2007,4.0,5,,fl
AMERICAN CURVES,,2007-06-28 00:00:00,2007,6.0,28,,fl
AMERICAN CURVES,,2008-02-21 00:00:00,2008,2.0,21,,fl
AMERICAN CURVES,,2008-04-10 00:00:00,2008,4.0,10,,fl
AMERICAN CURVES,,2008-05-08 00:00:00,2008,5.0,8,,fl
AMERICAN CURVES,,2008-08-07 00:00:00,2008,8.0,7,,fl
AMERICAN CURVES,,2008-11-06 00:00:00,2008,11.0,6,,fl
AMERICAN CURVES,,2009-06-09 00:00:00,2009,6.0,9,,fl
AMERICAN CURVES,,2009-07-09 00:00:00,2009,7.0,9,,fl
AMERICAN CURVES,,2009-09-24 00:00:00,2009,9.0,24,,fl
AMERICAN CURVES,,2009-11-19 00:00:00,2009,11.0,19,,fl
AMERICAN CURVES,,2009-12-17 00:00:00,2009,12.0,17,,fl
AMERICAN CURVES,,2010-03-18 00:00:00,2010,3.0,18,,fl
AMERICAN CURVES,,2010-05-20 00:00:00,2010,5.0,20,,fl
AMERICAN CURVES,,2010-07-29 00:00:00,2010,7.0,29,,fl
AMERICAN CURVES,,2010-10-06 00:00:00,2010,10.0,6,,fl
AMERICAN CURVES,,2010-11-18 00:00:00,2010,11.0,18,,fl
AMERICAN CURVES,,2011-06-02 00:00:00,2011,6.0,2,,fl
AMERICAN CURVES,,2011-07-08 00:00:00,2011,7.0,8,,fl
AMERICAN CURVES,,2011-11-03 00:00:00,2011,11.0,3,,fl
AMERICAN GANGSTER AND OTHER TALES OF NEW YORK,,2009-06-09 00:00:00,2009,6.0,9,,fl
AMERICAN HARDCORE: A TRIBAL HISTORY,,2003-03-26 00:00:00,2003,3.0,26,,fl
AMERICAN ILLUSTRATION 25,,2011-10-19 00:00:00,2011,10.0,19,,fl
AMERICAN JOURNEY TO THE SHAOLIN TEMPLE,,2003-07-02 00:00:00,2003,7.0,2,,fl
AMERICAN PHOTO,,2003-08-08 00:00:00,2003,8.0,8,,fl
AMERICAN PIT BULL TERRIER HANDBOOK,,2010-05-06 00:00:00,2010,5.0,6,,fl
AMERICAN PIT BULL TERRIER: A COMPREHENSIVE GUIDE TO OWNING AND CARING FOR YOUR DOG,,2010-06-16 00:00:00,2010,6.0,16,,fl
AMERICAN PROBATION AND PAROLE ASSOCIATION'S DRUG TESTING GUIDELINES AND PRACTICES FOR ADULT PROBATION AND PAROLE AGENCIES,,1998-12-03 00:00:00,1998,12.0,3,,fl
AMERICAN'S BULLETIN,,2008-11-06 00:00:00,2008,11.0,6,,fl
AMERICAN'S SOVEREIGN BULLETIN,,2010-07-29 00:00:00,2010,7.0,29,,fl
AMERICA'S PREMIERE GUNMAKERS: BROWNING,,2010-06-30 00:00:00,2010,6.0,30,,fl
AMERICA'S PREMIERE GUNMAKERS: COLT,,2010-06-30 00:00:00,2010,6.0,30,,fl
AMERICA'S PREMIERE GUNMAKERS: REMINGTON,,2010-06-30 00:00:00,2010,6.0,30,,fl
AMERICA'S PREMIERE GUNMAKERS: WINCHESTER,,2010-06-30 00:00:00,2010,6.0,30,,fl
AMERIKKAN PRISONS ON TRIAL,,2000-01-12 00:00:00,2000,1.0,12,,fl
AMOK FIFTH DISPATCH: SOURCEBOOK OF EXTREME INFORMATION,,2003-10-15 00:00:00,2003,10.0,15,,fl
AMUSIN' KRUISIN',,2008-11-26 00:00:00,2008,11.0,26,,fl
AMUSIN' KRUISIN',,2009-11-19 00:00:00,2009,11.0,19,,fl
ANABOLICS 2007: ANABOLIC STEROIDS REFERENCE MANUAL,,2007-04-05 00:00:00,2007,4.0,5,,fl
ANABOLICS,,2009-01-26 00:00:00,2009,1.0,26,,fl
ANAL ANTICS,,2002-06-05 00:00:00,2002,6.0,5,,fl
ANAL FANTASIES,,2002-06-05 00:00:00,2002,6.0,5,,fl
ANAL INTRUDERS FROM URANUS,,2011-10-05 00:00:00,2011,10.0,5,,fl
ANAL INTRUSIONS,,1999-09-22 00:00:00,1999,9.0,22,,fl
ANAL PLEASURE AND HEALTH: A GUIDE FOR MEN AND WOMEN,,2006-11-02 00:00:00,2006,11.0,2,,fl
ANAL PLEASURES,,1999-05-20 00:00:00,1999,5.0,20,,fl
ANAL SEX POSITION GUIDE,,2010-11-03 00:00:00,2010,11.0,3,,fl
ANAL SWAP,,2002-06-05 00:00:00,2002,6.0,5,,fl
ANALYSIS OF CONTROLLED SUBSTANCES,,2011-07-28 00:00:00,2011,7.0,28,,fl
ANARCHIST BLACK CROSS NEWSLETTER,,2005-03-08 00:00:00,2005,3.0,8,,fl
ANARCHIST BLACK CROSS NEWSLETTER,,2005-09-13 00:00:00,2005,9.0,13,,fl
ANARCHY: THE INEFFICIENT UTOPIA,,2009-11-19 00:00:00,2009,11.0,19,,fl
ANCIENT ART OF FILIPINO HAND AND FOOT FIGHTING,,1995-04-28 00:00:00,1995,4.0,28,,fl
ANGEL SONG,,2007-10-18 00:00:00,2007,10.0,18,,fl
ANGEL'S DELIGHT: EROTIC FANTASY PHOTOGRAPHY,,2010-04-01 00:00:00,2010,4.0,1,,fl
ANGELS VS,,2010-07-29 00:00:00,2010,7.0,29,,fl
ANIMAL FACTORY,,2010-05-27 00:00:00,2010,5.0,27,,fl
ANIMAL LUST,,1999-08-06 00:00:00,1999,8.0,6,,fl
ANIMAL LUST,,2000-01-12 00:00:00,2000,1.0,12,,fl
ANNAPOLIS BOOK OF SEAMANSHIP,,2010-09-09 00:00:00,2010,9.0,9,,fl
ANNEMANN'S CARD MAGIC,,1996-04-11 00:00:00,1996,4.0,11,,fl
ANONYM,,2007-05-03 00:00:00,2007,5.0,3,,fl
ANSWER ME: THE FIRST THREE,,1998-09-04 00:00:00,1998,9.0,4,,fl
ANTENNAS AND RADIO PROPAGATION: DEPARTMENT OF THE ARMY TECHNICAL MANUAL TII-666,,2006-01-24 00:00:00,2006,1.0,24,,fl
ANTI/PORNOGRAPHY HANDBOOK,,1998-08-13 00:00:00,1998,8.0,13,,fl
ANTI-GOVERNMENT MOVEMENT GUIDEBOOK,,2010-04-20 00:00:00,2010,4.0,20,,fl
ANTON DREK'S FORBIDDEN FRANKENSTEIN,,2004-08-31 00:00:00,2004,8.0,31,,fl
ANYONE YOU WANT ME TO BE,,2009-04-30 00:00:00,2009,4.0,30,,fl
ANYTIME - ALWAYS,,2002-06-05 00:00:00,2002,6.0,5,,fl
AOPA'S AIRPORT DIRECTORY: THE PILOT AND FBO FLIGHT PLANNING GUIDE,,2009-03-12 00:00:00,2009,3.0,12,,fl
APACHEE VENGEANCE,,2000-02-16 00:00:00,2000,2.0,16,,fl
APERTURE,,2000-04-05 00:00:00,2000,4.0,5,,fl
APERTURE,,2001-07-25 00:00:00,2001,7.0,25,,fl
APERTURE,,2003-03-26 00:00:00,2003,3.0,26,,fl
APESHIT,,2011-06-02 00:00:00,2011,6.0,2,,fl
APHRODISIA,,2004-04-20 00:00:00,2004,4.0,20,,fl
APOCALYPSE CULTURE II,,2004-03-02 00:00:00,2004,3.0,2,,fl
APPLICATION OF ANARCHIST THEORY TO THE MODERN DAY PRISON STRUGGLE,,2008-11-26 00:00:00,2008,11.0,26,,fl
APPLIED BIOPHARMACEUTICS & PHARMOCOKINETICS,,2006-03-21 00:00:00,2006,3.0,21,,fl
ARAKI GOLD,,2011-02-17 00:00:00,2011,2.0,17,,fl
ARAKI: TOKYO LUCKY HOLE,,1998-10-13 00:00:00,1998,10.0,13,,fl
ARBORISTS' CERTIFICATION STUDY GUIDE,,2010-05-20 00:00:00,2010,5.0,20,,fl
ARCHAELOGY ODYSSEY,,2004-02-03 00:00:00,2004,2.0,3,,fl
ARCHER'S BIBLE,,2008-10-16 00:00:00,2008,10.0,16,,fl
ARCHER'S DIGEST,,2008-11-26 00:00:00,2008,11.0,26,,fl
ARE WE HAVING FUN YET?: THE INTELLIGENT WOMAN'S GUIDE TO SEX,,2004-11-02 00:00:00,2004,11.0,2,,fl
ARENA,,2006-05-24 00:00:00,2006,5.0,24,,fl
ARMS AND ARMOR,,2008-09-18 00:00:00,2008,9.0,18,,fl
AROUND THE WORLD WITHOUT A STITCH,,1998-06-11 00:00:00,1998,6.0,11,,fl
AROUSED: A COLLECTION OF EROTIC WRITINGS,,2005-11-09 00:00:00,2005,11.0,9,,fl
ARREST-PROOF YOURSELF,,2008-11-06 00:00:00,2008,11.0,6,,fl
ARRL HANDBOOK FOR RADIO COMMUNICATIONS 2010,,2010-02-04 00:00:00,2010,2.0,4,,fl
"ARROWPOINTS, SPEARHEADS AND KNIVES OF PREHISTORIC TIMES",,2010-12-16 00:00:00,2010,12.0,16,,fl
ART ALTERNATIVES,,2001-09-26 00:00:00,2001,9.0,26,,fl
ART CATALOG NO,,1993-09-30 00:00:00,1993,9.0,30,,fl
ART DESIRE AND THE BODY IN ANCIENT GREECE,,1999-02-11 00:00:00,1999,2.0,11,,fl
ART FOR LIFE,,2009-05-14 00:00:00,2009,5.0,14,,fl
ART IN AMERICA,,1998-12-17 00:00:00,1998,12.0,17,,fl
ART MONTHLY,,2000-05-03 00:00:00,2000,5.0,3,,fl
ART NEWS,,2010-11-03 00:00:00,2010,11.0,3,,fl
ART OF ALRIO,,2008-02-21 00:00:00,2008,2.0,21,,fl
ART OF ALRIO,,2008-09-18 00:00:00,2008,9.0,18,,fl
ART OF ARABIC CALLIGRAPHY,,2010-10-06 00:00:00,2010,10.0,6,,fl
ART OF BLACKSMITHING,,2009-08-13 00:00:00,2009,8.0,13,,fl
ART OF DANIEL KIESSLER,,2011-07-28 00:00:00,2011,7.0,28,,fl
ART OF DARKNESS: ART COLLECTION 2007,,2011-05-12 00:00:00,2011,5.0,12,,fl
ART OF DECEPTION,,2011-03-17 00:00:00,2011,3.0,17,,fl
ART OF DRAWING DRAGONS MYTHOLOGICAL BEASTS AND FANTASY CREATURES,,2009-10-08 00:00:00,2009,10.0,8,,fl
ART OF EFFORTLESS POWER: A BOOK ON TAI CHI,,1996-04-11 00:00:00,1996,4.0,11,,fl
ART OF ERIK BRUDWYN,,2006-03-09 00:00:00,2006,3.0,9,,fl
ART OF EXOTIC DANCING,,2011-09-15 00:00:00,2011,9.0,15,,fl
ART OF GROUND FIGHTING: PRINCIPLES AND TECHNIQUES,,2008-08-28 00:00:00,2008,8.0,28,,fl
ART OF HOLDING: PRINCIPLES AND TECHNIQUES,,2006-09-07 00:00:00,2006,9.0,7,,fl
ART OF IRVIN BOMB,,2003-10-28 00:00:00,2003,10.0,28,,fl
ART OF JOHN BOLTON,,2003-09-24 00:00:00,2003,9.0,24,,fl
ART OF JOHN BOLTON,,2002-07-31 00:00:00,2002,7.0,31,,fl
ART OF LORENZO SPERLONGA,,2006-10-19 00:00:00,2006,10.0,19,,fl
ART OF MAGICAL EVOCATION,,1999-01-27 00:00:00,1999,1.0,27,,fl
ART OF MANLINESS,,2009-11-05 00:00:00,2009,11.0,5,,fl
ART OF NATURAL LIVING,,2001-04-04 00:00:00,2001,4.0,4,,fl
ART OF ROCA,,2003-12-30 00:00:00,2003,12.0,30,,fl
ART OF ROWENA,,2001-03-14 00:00:00,2001,3.0,14,,fl
ART OF SEDUCTION,,2004-02-03 00:00:00,2004,2.0,3,,fl
ART OF SEDUCTION,,2014-07-09 00:00:00,2014,7.0,9,,fl
ART OF SENSUAL LOVING: A NEW APPROACH TO SEXUAL RELATIONSHIPS,,2005-08-16 00:00:00,2005,8.0,16,,fl
ART OF SEXUAL ECSTACY,,2006-06-23 00:00:00,2006,6.0,23,,fl
ART OF SEXUAL MAGIC,,1999-06-10 00:00:00,1999,6.0,10,,fl
ART OF SEXY BY SHOW,,2011-09-15 00:00:00,2011,9.0,15,,fl
ART OF SEXY,,2012-08-30 00:00:00,2012,8.0,30,,fl
ART OF SHAOLIN KUNG FU,,2006-08-15 00:00:00,2006,8.0,15,,fl
ART OF SIMON BISLEY REDUX,,2009-03-12 00:00:00,2009,3.0,12,,fl
ART OF STRIKING: PRINCIPLES AND TECHNIQUES,,2006-04-04 00:00:00,2006,4.0,4,,fl
ART OF TAOIST TAI CHI,,2008-08-28 00:00:00,2008,8.0,28,,fl
ART OF THROWING,,2009-10-22 00:00:00,2009,10.0,22,,fl
ART OF THROWING: PRINCIPLES AND TECHNIQUES,,2009-01-08 00:00:00,2009,1.0,8,,fl
ART OF WAR PLUS STRATEGY AGAINST TERROR,,2010-04-20 00:00:00,2010,4.0,20,,fl
ART OF WAR PLUS THE WARRIOR CLASS,,2010-04-20 00:00:00,2010,4.0,20,,fl
ART OF WAR,,2009-07-23 00:00:00,2009,7.0,23,,fl
ART OF WAR,,2010-11-03 00:00:00,2010,11.0,3,,fl
ART OF WAR,,2010-09-23 00:00:00,2010,9.0,23,,fl
ART OF WAR,,2009-03-26 00:00:00,2009,3.0,26,,fl
ART OF WAR: SUN TZU'S CLASSIC IN PLAIN ENGLISH WITH SUN PIN'S THE ART OF WARFARE,,2010-11-18 00:00:00,2010,11.0,18,,fl
ART OF WITCHBLADE,,2011-12-20 00:00:00,2011,12.0,20,,fl
ART PREMIER,,2006-05-24 00:00:00,2006,5.0,24,,fl
"ART PREMIERE DELUXE, 4",,2007-11-01 00:00:00,2007,11.0,1,,fl
ART PREMIERE DELUXE,,2007-11-01 00:00:00,2007,11.0,1,,fl
ART PREMIERE,,2007-10-18 00:00:00,2007,10.0,18,,fl
ARTES MARCIALES,,2003-06-19 00:00:00,2003,6.0,19,,fl
ARTFORUM INTERNATIONAL,,2009-06-25 00:00:00,2009,6.0,25,,fl
ARTFORUM INTERNATIONAL,,2009-09-11 00:00:00,2009,9.0,11,,fl
ARTFORUM INTERNATIONAL,,2009-10-22 00:00:00,2009,10.0,22,,fl
ARTFORUM INTERNATIONAL,,2009-06-25 00:00:00,2009,6.0,25,,fl
ARTFORUM INTERNATIONAL,,2010-09-09 00:00:00,2010,9.0,9,,fl
ARTNEWS,,2009-10-22 00:00:00,2009,10.0,22,,fl
ARYAN CIRCLE,,1997-08-28 00:00:00,1997,8.0,28,,fl
ARYAN LOYALIST,,2001-04-04 00:00:00,2001,4.0,4,,fl
ARYAN WARRIOR,,1998-12-03 00:00:00,1998,12.0,3,,fl
AS IS,,2011-05-12 00:00:00,2011,5.0,12,,fl
AS IS,,2011-05-12 00:00:00,2011,5.0,12,,fl
AS IS,,2007-11-01 00:00:00,2007,11.0,1,,fl
AS IS,,2008-09-18 00:00:00,2008,9.0,18,,fl
AS IS,,2009-06-09 00:00:00,2009,6.0,9,,fl
AS IS,,2009-07-23 00:00:00,2009,7.0,23,,fl
AS IS,,2010-07-29 00:00:00,2010,7.0,29,,fl
AS IS,,2011-01-20 00:00:00,2011,1.0,20,,fl
AS IS,,2011-11-17 00:00:00,2011,11.0,17,,fl
AS IS,,2011-05-12 00:00:00,2011,5.0,12,,fl
AS NATURE LEADS,,2000-02-23 00:00:00,2000,2.0,23,,fl
ASCENDING CHAOS: THE ART OF MASAMI TERAOKA 1966-2006,,2010-04-01 00:00:00,2010,4.0,1,,fl
ASIA BLUE MEETS MIND CANDY EMPORIUM,,2005-08-09 00:00:00,2005,8.0,9,,fl
ASIA BLUE,,1998-07-16 00:00:00,1998,7.0,16,,fl
ASIAN BABES,,1998-05-28 00:00:00,1998,5.0,28,,fl
ASIAN BEAUTIES,,1998-05-28 00:00:00,1998,5.0,28,,fl
ASIAN BEAUTIES,,2001-12-05 00:00:00,2001,12.0,5,,fl
ASIAN BEAUTIES,,1999-02-25 00:00:00,1999,2.0,25,,fl
ASIAN FEVER,,2000-05-24 00:00:00,2000,5.0,24,,fl
ASIAN FEVER,,2000-05-24 00:00:00,2000,5.0,24,,fl
ASIAN FEVER,,2000-05-24 00:00:00,2000,5.0,24,,fl
ASIAN FEVER,,2000-05-24 00:00:00,2000,5.0,24,,fl
ASIAN FEVER,,2000-07-12 00:00:00,2000,7.0,12,,fl
ASIAN FEVER,,2000-06-14 00:00:00,2000,6.0,14,,fl
ASIAN LACE,,1999-03-18 00:00:00,1999,3.0,18,,fl
ASIAN LACE,,1999-02-25 00:00:00,1999,2.0,25,,fl
ASKMEN,,2009-06-25 00:00:00,2009,6.0,25,,fl
ASSASSINATION BUSINESS: A HISTORY OF STATE-SPONSORED MURDER,,2008-12-23 00:00:00,2008,12.0,23,,fl
ASSATA: AN AUTOBIOGRAPHY,,2009-04-30 00:00:00,2009,4.0,30,,fl
ASTONISHING FANTASY WORLDS: THE ULTIMATE GUIDE TO DRAWING ADVENTURE FANTASY ART,,2009-06-09 00:00:00,2009,6.0,9,,fl
ASTRAL PROJECTION WORKBOOK,,1999-06-23 00:00:00,1999,6.0,23,,fl
ASTROLOGICAL COUNSELING,,1998-06-18 00:00:00,1998,6.0,18,,fl
ASTROLOGY OF GREAT SEX: WHAT YOUR LOVER WANTS,,2008-07-24 00:00:00,2008,7.0,24,,fl
AT THE WELL OF WYRD,,1998-09-28 00:00:00,1998,9.0,28,,fl
ATHLETIC ABS: MAXIMUM CORE FITNESS TRAINING,,2003-04-23 00:00:00,2003,4.0,23,,fl
ATLANTIC,,2011-09-22 00:00:00,2011,9.0,22,,fl
ATLAS OF ANATOMY FOR ARTISTS,,2003-04-30 00:00:00,2003,4.0,30,,fl
ATLAS OF TRANSVAGINAL SURGERY,,2001-06-20 00:00:00,2001,6.0,20,,fl
ATOMIC DOGG,,2011-01-20 00:00:00,2011,1.0,20,,fl
ATOMIC DOGG,,2010-10-22 00:00:00,2010,10.0,22,,fl
ATTILA,,2002-05-15 00:00:00,2002,5.0,15,,fl
ATTITUDE,,2003-08-20 00:00:00,2003,8.0,20,,fl
ATTITUDE,,2003-08-20 00:00:00,2003,8.0,20,,fl
ATTITUDE,,2003-10-28 00:00:00,2003,10.0,28,,fl
ATTITUDE,,2004-03-23 00:00:00,2004,3.0,23,,fl
AUSTRALIAN SUN AND HEALTH,,2003-02-26 00:00:00,2003,2.0,26,,fl
"AUTO ELECTRICITY, ELECTRONICS, COMPUTERS",,2009-05-14 00:00:00,2009,5.0,14,,fl
AUTO SOUND AND SECURITY,,1999-10-28 00:00:00,1999,10.0,28,,fl
AUTOMOTIVE ELECTRICAL HANDBOOK,,2009-10-22 00:00:00,2009,10.0,22,,fl
AVENGERS 2,,2010-05-20 00:00:00,2010,5.0,20,,fl
B & D PLEASURE'S BUYERS GUIDE,,2003-10-28 00:00:00,2003,10.0,28,,fl
BABES IN HEAT,,1999-05-20 00:00:00,1999,5.0,20,,fl
BABYFACE,,2001-11-07 00:00:00,2001,11.0,7,,fl
BABYFACE,,2001-10-17 00:00:00,2001,10.0,17,,fl
BACK HOME,,2005-06-14 00:00:00,2005,6.0,14,,fl
BACK HOME,,2007-01-11 00:00:00,2007,1.0,11,,fl
BACK ISSUE,,2008-11-26 00:00:00,2008,11.0,26,,fl
BACK TO BASICS,,2010-05-20 00:00:00,2010,5.0,20,,fl
BACK TO BROOKLYN,,2008-11-06 00:00:00,2008,11.0,6,,fl
BACK TO GODHEAD,,2007-09-20 00:00:00,2007,9.0,20,,fl
BACKPACKER,,2005-09-06 00:00:00,2005,9.0,6,,fl
